"invoiceNo","channel","customer","product","category","price","datetime","quantity","amount","category2","cost"
"N40027","s5","c5871","p7321","kind56",140,2017-12-24 17:41:07,1,110,"sub3",65.18
"N40028","s1","c5871","p8366","kind5",420,2017-12-24 17:34:44,1,370,"sub3",179.55
"N40029","s1","c5871","p5633","kind57",2500,2017-12-24 17:40:45,1,2000,"sub2",1323.29
"N40030","s4","c5871","p8551","kind2",1490,2017-12-24 17:42:14,-1,-1192,"sub4",693.72
"N40030","s4","c5871","p8385","kind16",2680,2017-12-24 17:44:27,1,2680,"sub4",1707.16
"N40031","s2","c7715","p7658","kind2",2990,2017-12-24 18:00:29,1,2090,"sub2",1508.03
"N40032","s2","c5871","p589","kind11",1850,2017-12-24 17:57:59,1,1480,"sub2",951.08
"N40033","s5","c5871","p8389","kind56",3050,2017-12-24 18:27:37,1,1090,"sub2",1586
"N40034","s2","c5871","p8018","kind2",790,2017-12-24 18:21:48,1,630,"sub2",398.45
"N40035","s1","c5871","p6788","kind2",1490,2017-12-24 18:06:03,1,1190,"sub2",751.5
"N40036","s2","c5871","p8854","kind2",1890,2017-12-24 18:24:06,1,1512,"sub4",879.96
"N40037","s1","c7716","p6827","kind57",3500,2017-12-24 18:32:14,1,2660,"sub2",1852.2
"N40038","s1","c7158","p3681","kind2",1690,2017-12-24 18:26:59,-1,-1352,"sub4",786.84
"N40038","s1","c7158","p8563","kind57",1980,2017-12-24 18:42:04,1,1693,"sub4",931
"N40039","s5","c5871","p8308","kind56",1480,2017-12-24 18:15:23,1,1036,"sub4",710.4
"N40040","s5","c5871","p8389","kind56",3050,2017-12-24 18:25:46,1,1090,"sub2",1586
"N40041","s5","c5871","p8393","kind56",3250,2017-12-24 18:49:19,1,1290,"sub2",1690
"N40041","s5","c5871","p8389","kind56",3050,2017-12-24 18:55:20,1,1090,"sub2",1586
"N40042","s2","c5871","p6939","kind6",990,2017-12-24 18:34:50,1,792,"sub2",495
"N40043","s5","c5871","p8389","kind56",3050,2017-12-24 18:45:52,1,1090,"sub2",1586
"N40044","s4","c5871","p8324","kind16",980,2017-12-24 18:48:35,1,686,"sub4",624.26
"N40044","s4","c5871","p7223","kind16",980,2017-12-24 18:42:20,1,686,"sub4",624.26
"N40044","s4","c5871","p8984","kind16",1180,2017-12-24 19:00:38,1,826,"sub4",751.66
"N40044","s4","c5871","p8526","kind2",1890,2017-12-24 18:44:08,-1,-1512,"sub4",879.96
"N40045","s5","c5871","p8388","kind56",2850,2017-12-24 19:07:15,1,1290,"sub2",1482
"N40046","s1","c5871","p730","kind60",1580,2017-12-24 19:12:27,1,1260,"sub2",812.28
"N40047","s1","c5871","p212","kind11",3450,2017-12-24 19:24:04,1,2390,"sub2",1773.64
"N40048","s2","c5871","p4543","kind3",980,2017-12-24 19:32:06,1,588,"sub4",447.17
"N40049","s2","c5871","p7342","kind56",3550,2017-12-24 19:54:12,1,2090,"sub2",1790.48
"N40050","s4","c6964","p8076","kind2",1890,2017-12-24 19:42:27,1,1290,"sub2",953.24
"N40051","s5","c7717","p5363","kind56",140,2017-12-24 19:32:42,1,105,"sub3",65.18
"N40051","s5","c7717","p5363","kind56",140,2017-12-24 19:53:58,1,105,"sub3",65.18
"N40051","s5","c7717","p6041","kind56",140,2017-12-24 19:43:20,1,105,"sub3",65.18
"N40051","s5","c7717","p5363","kind56",140,2017-12-24 19:40:09,1,105,"sub3",65.18
"N40052","s2","c5871","p8421","kind3",1380,2017-12-24 19:52:56,1,1104,"sub3",669.3
"N40052","s2","c5871","p8389","kind56",3050,2017-12-24 19:46:36,1,2440,"sub2",1586
"N40053","s2","c5871","p2467","kind6",1590,2017-12-24 19:43:44,1,1270,"sub2",795
"N40054","s1","c5871","p3827","kind2",170,2017-12-24 20:08:01,1,136,"sub3",79.15
"N40054","s1","c5871","p8118","kind2",160,2017-12-24 20:06:24,1,128,"sub3",74.5
"N40054","s1","c5871","p4705","kind2",160,2017-12-24 19:49:33,1,128,"sub3",74.5
"N40054","s1","c5871","p8043","kind2",1290,2017-12-24 19:37:08,1,1030,"sub2",650.63
"N40055","s2","c5871","p8746","kind2",1890,2017-12-24 20:03:18,1,1512,"sub4",879.96
"N40055","s2","c5871","p7046","kind2",1490,2017-12-24 19:58:24,1,1192,"sub4",693.72
"N40056","s2","c5871","p6363","kind2",2490,2017-12-24 20:04:53,1,1990,"sub2",1255.86
"N40057","s4","c5871","p8148","kind2",2090,2017-12-24 19:53:31,1,1290,"sub2",1054.11
"N40057","s4","c5871","p4000","kind2",3290,2017-12-24 20:13:21,1,2630,"sub2",1659.34
"N40057","s4","c5871","p8071","kind6",130,2017-12-24 20:17:11,1,104,"sub3",60
"N40058","s2","c5871","p2467","kind6",1590,2017-12-24 19:58:30,1,1270,"sub2",795
"N40058","s2","c5871","p2467","kind6",1590,2017-12-24 20:28:07,-1,-1270,"sub2",795
"N40059","s2","c5871","p8691","kind2",1690,2017-12-24 20:10:39,1,1352,"sub4",786.84
"N40060","s2","c5871","p8516","kind2",1890,2017-12-24 20:27:58,1,1512,"sub4",879.96
"N40060","s2","c5871","p8212","kind2",3690,2017-12-24 20:36:32,1,2490,"sub4",1718.03
"N40061","s2","c7718","p6527","kind2",1990,2017-12-24 20:37:38,1,1290,"sub4",926.52
"N40061","s2","c7718","p8510","kind2",990,2017-12-24 20:27:07,1,792,"sub4",368.75
"N40061","s2","c7718","p8510","kind2",990,2017-12-24 20:33:25,1,792,"sub4",460.93
"N40062","s1","c5871","p8386","kind2",1090,2017-12-24 20:25:49,1,654,"sub4",507.49
"N40062","s1","c5871","p7395","kind2",1990,2017-12-24 20:37:17,1,1592,"sub4",926.52
"N40063","s4","c7719","p2146","kind11",3650,2017-12-24 20:21:45,1,1790,"sub2",1876.46
"N40064","s5","c5871","p6049","kind56",1880,2017-12-24 20:16:54,1,890,"sub4",875.31
"N40065","s2","c7558","p5563","kind3",2280,2017-12-24 20:24:44,1,1729,"sub2",1150.03
"N40065","s2","c7558","p5563","kind3",2280,2017-12-24 20:34:15,1,1729,"sub2",1150.03
"N40066","s5","c5871","p8389","kind56",3050,2017-12-24 20:36:21,1,1090,"sub2",1586
"N40067","s2","c5871","p212","kind11",2050,2017-12-24 20:52:07,1,1640,"sub2",1053.9
"N40067","s2","c5871","p212","kind11",1750,2017-12-24 20:57:10,1,1400,"sub2",899.68
"N40068","s2","c5871","p8985","kind3",4580,2017-12-24 20:51:54,1,1490,"sub2",2310.15
"N40069","s1","c5871","p8422","kind57",3100,2017-12-24 20:46:21,1,2790,"sub2",1640.52
"N40070","s1","c5871","p707","kind57",2480,2017-12-24 20:48:23,1,2232,"sub3",1239.94
"N40071","s2","c5871","p3827","kind2",170,2017-12-24 20:55:37,1,136,"sub3",79.15
"N40072","s5","c6853","p6821","kind56",3280,2017-12-24 21:02:30,1,2176,"sub3",1527.14
"N40073","s4","c5871","p3251","kind11",2550,2017-12-24 21:02:48,-1,-1530,"sub2",1310.96
"N40073","s4","c5871","p3251","kind11",2550,2017-12-24 21:03:40,1,1530,"sub2",1310.96
"N40074","s2","c7489","p8922","kind55",0,2017-12-24 21:50:19,1,0,"sub5",0
"N40074","s2","c7489","p8642","kind2",4590,2017-12-24 21:48:27,1,3672,"sub4",2137.06
"N40074","s2","c7489","p3924","kind2",160,2017-12-24 21:39:34,1,128,"sub3",74.5
"N40075","s1","c7720","p8707","kind2",1890,2017-12-24 22:09:38,1,1512,"sub4",879.96
"N40076","s4","c5871","p730","kind60",1780,2017-12-25 12:17:49,1,1420,"sub2",758.28
"N40077","s1","c5871","p8694","kind2",1890,2017-12-25 12:27:06,1,1512,"sub4",879.96
"N40077","s1","c5871","p8518","kind2",2290,2017-12-25 12:18:25,1,1832,"sub4",1066.2
"N40078","s2","c5871","p7377","kind44",150,2017-12-25 12:22:18,1,120,"sub6",65
"N40079","s5","c6853","p7454","kind56",1880,2017-12-25 12:47:11,1,1425,"sub3",875.31
"N40079","s5","c6853","p6821","kind56",3280,2017-12-25 12:19:22,-1,-2176,"sub3",1527.14
"N40079","s5","c6853","p7869","kind56",1480,2017-12-25 12:26:24,1,984,"sub4",689.07
"N40080","s2","c5871","p7208","kind2",3690,2017-12-25 12:25:22,1,2490,"sub2",1918.8
"N40081","s2","c5871","p7183","kind6",1090,2017-12-25 12:41:20,1,870,"sub2",545
"N40081","s2","c5871","p6744","kind6",1390,2017-12-25 12:22:25,1,1112,"sub2",695
"N40082","s2","c7223","p3828","kind2",3090,2017-12-25 13:31:03,1,2163,"sub4",1438.67
"N40082","s2","c7223","p6272","kind2",1290,2017-12-25 13:32:22,1,890,"sub2",650.63
"N40082","s2","c7223","p7802","kind2",1490,2017-12-25 13:32:10,1,990,"sub3",693.72
"N40082","s2","c7223","p4148","kind2",600,2017-12-25 13:45:53,1,420,"sub3",279.35
"N40082","s2","c7223","p6165","kind2",3090,2017-12-25 13:38:36,1,2090,"sub2",1558.48
"N40082","s2","c7223","p8922","kind55",0,2017-12-25 13:30:58,1,0,"sub5",0
"N40083","s2","c5871","p7238","kind56",2650,2017-12-25 13:43:19,1,1690,"sub2",1336.55
"N40084","s2","c7721","p8757","kind2",1990,2017-12-25 14:19:58,1,1592,"sub4",926.52
"N40085","s1","c5871","p6327","kind2",1490,2017-12-25 14:21:51,1,1192,"sub4",693.72
"N40086","s2","c5871","p8492","kind2",1890,2017-12-25 14:51:17,1,1512,"sub4",879.96
"N40086","s2","c5871","p6533","kind2",2690,2017-12-25 14:28:21,1,2150,"sub2",1356.72
"N40087","s2","c5871","p8986","kind48",1180,2017-12-25 14:36:00,1,199,"sub4",119.4
"N40088","s1","c5871","p8366","kind5",420,2017-12-25 15:05:12,1,370,"sub3",179.55
"N40089","s5","c5871","p8389","kind56",3050,2017-12-25 15:03:26,1,1090,"sub2",1586
"N40090","s2","c5871","p7201","kind56",2050,2017-12-25 15:23:29,1,1390,"sub2",1033.94
"N40091","s2","c5871","p8694","kind2",1890,2017-12-25 16:17:48,1,1512,"sub4",879.96
"N40092","s1","c5871","p7184","kind48",480,2017-12-25 16:40:54,1,390,"sub2",264
"N40092","s1","c5871","p7432","kind2",2690,2017-12-25 16:42:46,1,1490,"sub2",1356.72
"N40093","s2","c5871","p8614","kind2",1690,2017-12-25 16:49:33,1,1352,"sub3",786.84
"N40093","s2","c5871","p8709","kind2",650,2017-12-25 16:56:56,1,520,"sub3",302.63
"N40094","s1","c5871","p8474","kind57",3100,2017-12-25 16:50:44,1,2790,"sub2",1640.23
"N40095","s4","c5871","p4300","kind2",2290,2017-12-25 16:52:11,1,1830,"sub2",1154.99
"N40096","s2","c5871","p4987","kind59",590,2017-12-25 17:05:08,1,499,"sub3",314.28
"N40097","s2","c5871","p6920","kind2",1090,2017-12-25 17:06:35,1,654,"sub4",507.49
"N40097","s2","c5871","p8987","kind48",1280,2017-12-25 17:04:53,1,640,"sub4",384
"N40097","s2","c5871","p7501","kind2",1190,2017-12-25 17:01:25,1,790,"sub4",554.05
"N40097","s2","c5871","p7803","kind2",1090,2017-12-25 17:26:50,1,790,"sub4",507.49
"N40098","s4","c7722","p365","kind2",690,2017-12-25 16:58:48,1,552,"sub3",321.25
"N40098","s4","c7722","p7522","kind16",4180,2017-12-25 17:13:57,1,2926,"sub2",2662.66
"N40098","s4","c7722","p8746","kind2",1890,2017-12-25 17:24:11,1,1512,"sub4",879.96
"N40098","s4","c7722","p7850","kind16",1150,2017-12-25 17:29:47,1,805,"sub3",732.55
"N40098","s4","c7722","p7449","kind16",880,2017-12-25 17:21:00,1,616,"sub4",560.56
"N40098","s4","c7722","p8928","kind55",0,2017-12-25 17:29:04,1,0,"sub5",0
"N40098","s4","c7722","p8650","kind2",1690,2017-12-25 17:01:58,1,1352,"sub4",786.84
"N40098","s4","c7722","p8694","kind2",1890,2017-12-25 17:12:44,1,1512,"sub4",879.96
"N40098","s4","c7722","p8988","kind16",4180,2017-12-25 17:01:22,1,2926,"sub2",2662.66
"N40099","s2","c5871","p7238","kind56",2650,2017-12-25 17:08:40,1,1690,"sub2",1336.55
"N40100","s2","c5871","p8893","kind2",1690,2017-12-25 18:00:25,1,1352,"sub4",786.84
"N40101","s1","c7723","p8821","kind57",350,2017-12-25 18:26:10,1,299,"sub3",185.22
"N40102","s2","c5871","p8989","kind62",0,2017-12-25 18:11:26,1,73,"sub7",0
"N40103","s5","c5871","p7896","kind56",2050,2017-12-25 18:51:59,-1,-1390,"sub2",1033.94
"N40103","s5","c5871","p7896","kind56",2050,2017-12-25 18:45:40,1,1390,"sub2",1033.94
"N40104","s1","c5871","p3989","kind6",130,2017-12-25 18:44:55,1,104,"sub3",60
"N40105","s1","c5871","p8802","kind2",4290,2017-12-25 18:47:22,1,2990,"sub2",2230.8
"N40106","s2","c5871","p8883","kind3",1580,2017-12-25 19:10:15,1,1264,"sub4",720.32
"N40107","s2","c7724","p8916","kind2",1890,2017-12-25 19:04:28,1,1512,"sub4",879.96
"N40107","s2","c7724","p8929","kind2",1690,2017-12-25 19:06:01,1,1352,"sub4",786.84
"N40108","s4","c5871","p7449","kind16",880,2017-12-25 19:07:49,1,880,"sub4",560.56
"N40109","s2","c5871","p8989","kind62",0,2017-12-25 19:30:10,1,30,"sub7",0
"N40110","s1","c5871","p8552","kind57",350,2017-12-25 19:08:01,1,315,"sub3",185.22
"N40111","s1","c5871","p8796","kind26",790,2017-12-25 19:27:24,1,632,"sub3",394.84
"N40111","s1","c5871","p7467","kind26",750,2017-12-25 19:31:17,1,600,"sub3",374.85
"N40112","s1","c5871","p8843","kind50",2790,2017-12-25 19:13:48,-1,-2510,"sub2",1534.75
"N40112","s1","c5871","p8843","kind50",2790,2017-12-25 19:29:01,1,2510,"sub2",1534.75
"N40113","s1","c5871","p4527","kind57",2200,2017-12-25 19:35:39,1,1590,"sub2",1163.8
"N40114","s1","c5871","p8366","kind5",420,2017-12-25 19:41:18,1,370,"sub3",179.55
"N40114","s1","c5871","p8366","kind5",420,2017-12-25 19:26:32,-1,-370,"sub3",179.55
"N40115","s4","c5871","p8366","kind5",420,2017-12-25 19:47:24,1,370,"sub3",179.55
"N40116","s2","c5871","p8752","kind2",1090,2017-12-25 19:53:17,1,870,"sub2",549.75
"N40117","s2","c5871","p8471","kind2",990,2017-12-25 19:40:05,1,792,"sub4",460.93
"N40118","s2","c5871","p7395","kind2",1990,2017-12-25 19:41:01,1,1592,"sub4",926.52
"N40119","s5","c5871","p8389","kind56",3050,2017-12-25 19:39:17,1,1090,"sub2",1586
"N40120","s1","c5871","p7788","kind2",2090,2017-12-25 19:51:44,1,1490,"sub2",1054.11
"N40120","s1","c5871","p1669","kind11",1950,2017-12-25 19:56:53,1,1390,"sub2",1002.5
"N40121","s2","c5871","p5892","kind2",2990,2017-12-25 20:10:06,1,2392,"sub4",1392.11
"N40121","s2","c5871","p5892","kind2",2990,2017-12-25 20:03:11,-1,-2392,"sub4",1392.11
"N40122","s2","c5871","p8510","kind2",990,2017-12-25 20:14:55,1,792,"sub4",368.75
"N40122","s2","c5871","p4722","kind2",990,2017-12-25 20:28:42,-1,-792,"sub4",460.93
"N40123","s2","c5871","p6363","kind2",2490,2017-12-25 20:10:29,1,1990,"sub2",1255.86
"N40124","s1","c5871","p8802","kind2",4290,2017-12-25 20:21:49,1,2990,"sub2",2230.8
"N40124","s1","c5871","p8802","kind2",4290,2017-12-25 20:27:34,-1,-2990,"sub2",2230.8
"N40125","s1","c7725","p8928","kind55",0,2017-12-25 20:21:12,1,0,"sub5",0
"N40125","s1","c7725","p6829","kind57",3500,2017-12-25 20:40:10,1,2660,"sub2",1913.94
"N40125","s1","c7725","p8544","kind11",3850,2017-12-25 20:36:39,1,2926,"sub2",1979.29
"N40126","s2","c5871","p365","kind2",690,2017-12-25 20:45:05,1,552,"sub3",321.25
"N40127","s2","c7227","p4476","kind61",480,2017-12-25 20:46:44,1,365,"sub3",240
"N40127","s2","c7227","p7180","kind61",580,2017-12-25 20:42:37,1,399,"sub3",281.3
"N40128","s4","c5871","p1958","kind34",350,2017-12-25 20:53:38,1,280,"sub3",155.2
"N40128","s4","c5871","p7214","kind44",200,2017-12-25 20:48:50,1,150,"sub6",85
"N40129","s1","c5871","p8183","kind50",2690,2017-12-25 21:03:13,1,2280,"sub2",1479.75
"N40129","s1","c5871","p7627","kind3",2380,2017-12-25 21:20:40,1,1490,"sub2",1200.86
"N40130","s4","c7726","p8990","kind16",1480,2017-12-25 21:14:42,1,1036,"sub4",942.76
"N40130","s4","c7726","p8260","kind16",1480,2017-12-25 21:20:42,1,1036,"sub4",942.76
"N40130","s4","c7726","p8865","kind16",1580,2017-12-25 21:37:23,1,1106,"sub4",1006.46
"N40130","s4","c7726","p8551","kind2",1490,2017-12-25 21:14:53,1,1192,"sub4",693.72
"N40131","s4","c5871","p7180","kind61",580,2017-12-25 21:41:16,1,399,"sub3",281.3
"N40132","s5","c5871","p8818","kind56",2080,2017-12-25 21:43:08,1,1456,"sub4",968.45
"N40133","s2","c5871","p365","kind2",690,2017-12-25 21:35:59,1,552,"sub3",321.25
"N40134","s1","c5871","p6312","kind57",2500,2017-12-25 21:49:56,1,1690,"sub2",1323
"N40134","s1","c5871","p8752","kind2",1090,2017-12-25 21:55:10,1,870,"sub2",549.75
"N40135","s1","c7727","p212","kind11",1850,2017-12-25 21:45:16,1,1406,"sub2",951.09
"N40136","s2","c5871","p8107","kind2",1490,2017-12-25 21:41:26,1,1090,"sub4",693.72
"N40136","s2","c5871","p8376","kind2",1290,2017-12-25 21:48:17,1,1030,"sub2",650.63
"N40137","s1","c5871","p8888","kind57",2180,2017-12-25 22:18:41,1,1962,"sub4",1025.08
"N40137","s1","c5871","p8760","kind57",2180,2017-12-25 22:19:52,1,1962,"sub4",1025.08
"N40138","s1","c5871","p7339","kind57",3500,2017-12-25 21:55:07,1,3150,"sub2",1852.2
"N40138","s1","c5871","p8833","kind2",4290,2017-12-25 21:56:11,1,3430,"sub2",2163.71
"N40139","s5","c5871","p8389","kind56",3050,2017-12-26 12:11:12,1,1090,"sub2",1586
"N40140","s4","c5871","p7986","kind2",2090,2017-12-26 12:59:59,1,1490,"sub2",1054.12
"N40141","s1","c5871","p7429","kind57",2400,2017-12-26 13:38:52,1,1690,"sub2",1270.08
"N40142","s2","c7693","p8519","kind2",1890,2017-12-26 14:21:31,1,1512,"sub4",879.96
"N40142","s2","c7693","p8248","kind2",1490,2017-12-26 14:02:21,-1,-1090,"sub4",693.72
"N40143","s1","c5871","p3989","kind6",130,2017-12-26 14:56:05,1,104,"sub3",60
"N40144","s1","c5871","p4369","kind34",290,2017-12-26 15:00:02,1,230,"sub3",140.65
"N40145","s2","c5871","p8835","kind6",1290,2017-12-26 15:00:32,1,1032,"sub2",645
"N40146","s2","c5871","p8884","kind3",1980,2017-12-26 15:20:05,1,1584,"sub4",902.68
"N40147","s2","c5871","p7579","kind16",2080,2017-12-26 15:19:45,1,2080,"sub4",1324.96
"N40147","s2","c5871","p7579","kind16",2080,2017-12-26 15:28:16,-1,-2080,"sub4",1324.96
"N40148","s5","c7728","p6302","kind56",180,2017-12-26 15:38:16,1,126,"sub3",83.81
"N40148","s5","c7728","p7757","kind56",2850,2017-12-26 15:34:47,1,1995,"sub2",1437.43
"N40149","s1","c5871","p5376","kind57",1500,2017-12-26 16:07:20,1,900,"sub2",820.26
"N40150","s5","c5871","p6200","kind56",2450,2017-12-26 15:50:24,1,1190,"sub2",1235.68
"N40150","s5","c5871","p8881","kind56",2080,2017-12-26 15:52:41,1,1456,"sub4",968.45
"N40150","s5","c5871","p8892","kind56",1680,2017-12-26 16:01:54,1,1176,"sub4",782.21
"N40151","s4","c5871","p8298","kind2",1290,2017-12-26 16:27:02,1,890,"sub2",650.63
"N40152","s1","c5871","p8610","kind57",2480,2017-12-26 16:33:20,1,1980,"sub4",1166.2
"N40153","s2","c7729","p6617","kind2",600,2017-12-26 16:21:05,1,480,"sub3",279.35
"N40154","s2","c7729","p6500","kind3",480,2017-12-26 16:48:59,1,365,"sub3",232.8
"N40155","s1","c5871","p6379","kind2",2290,2017-12-26 16:57:59,1,1832,"sub4",1066.2
"N40155","s1","c5871","p8016","kind2",3390,2017-12-26 17:04:05,1,2390,"sub2",1709.78
"N40156","s5","c5871","p8389","kind56",3050,2017-12-26 16:34:43,1,1090,"sub2",1586
"N40156","s5","c5871","p8389","kind56",3050,2017-12-26 16:54:37,1,1090,"sub2",1586
"N40157","s2","c5871","p7342","kind56",3550,2017-12-26 17:52:50,-1,-2090,"sub2",1790.48
"N40157","s2","c5871","p7275","kind56",3050,2017-12-26 18:07:43,1,2090,"sub2",1538.3
"N40158","s2","c7730","p7722","kind6",1390,2017-12-26 18:16:54,1,1056,"sub2",695
"N40158","s2","c7730","p6334","kind6",1390,2017-12-26 18:16:48,1,1055,"sub2",695
"N40159","s4","c5871","p8929","kind2",1690,2017-12-26 18:25:53,1,1352,"sub4",786.84
"N40160","s1","c5871","p7803","kind2",1090,2017-12-26 18:19:35,1,790,"sub4",507.49
"N40160","s1","c5871","p8122","kind2",1090,2017-12-26 18:21:59,1,790,"sub4",507.49
"N40161","s5","c5871","p8850","kind56",3250,2017-12-26 18:35:56,1,1290,"sub2",1690
"N40161","s5","c5871","p8389","kind56",3050,2017-12-26 18:46:26,1,1090,"sub2",1586
"N40162","s2","c7147","p7584","kind56",2650,2017-12-26 18:43:14,1,2014,"sub2",1378
"N40162","s2","c7147","p212","kind11",1750,2017-12-26 18:48:41,1,1330,"sub2",899.68
"N40163","s1","c5871","p6272","kind2",1290,2017-12-26 19:00:55,1,890,"sub2",650.63
"N40164","s2","c7014","p7046","kind2",1490,2017-12-26 18:58:31,1,1192,"sub4",693.72
"N40165","s2","c5871","p7979","kind18",200,2017-12-26 19:03:19,1,160,"sub3",97
"N40166","s1","c7731","p6363","kind2",2490,2017-12-26 19:09:17,1,1990,"sub2",1255.86
"N40166","s1","c7731","p7397","kind2",2490,2017-12-26 19:14:14,1,1690,"sub2",1255.86
"N40167","s5","c5871","p8393","kind56",3250,2017-12-26 19:22:28,1,1290,"sub2",1690
"N40168","s2","c5871","p8781","kind2",2690,2017-12-26 19:21:57,1,1790,"sub2",1356.72
"N40169","s2","c5871","p7995","kind11",2350,2017-12-26 19:46:05,1,1880,"sub2",1208.14
"N40169","s2","c5871","p7597","kind3",120,2017-12-26 19:25:56,1,96,"sub3",58.2
"N40169","s2","c5871","p7597","kind3",120,2017-12-26 19:24:30,1,96,"sub3",58.2
"N40170","s1","c6906","p928","kind2",1490,2017-12-26 19:41:00,1,1192,"sub3",693.72
"N40171","s1","c5871","p4179","kind57",2500,2017-12-26 19:37:20,1,1690,"sub2",1323.29
"N40172","s1","c5871","p8991","kind26",780,2017-12-26 19:47:52,1,630,"sub3",389.84
"N40173","s2","c5871","p3681","kind2",1690,2017-12-26 19:46:42,1,1352,"sub4",786.84
"N40173","s2","c5871","p8691","kind2",1690,2017-12-26 20:11:23,1,1352,"sub4",786.84
"N40174","s1","c5871","p8992","kind57",2200,2017-12-26 20:01:11,1,1490,"sub2",1164.24
"N40174","s1","c5871","p8789","kind57",2500,2017-12-26 19:56:41,1,2250,"sub2",1323
"N40175","s1","c5871","p3161","kind2",160,2017-12-26 19:59:41,1,128,"sub3",74.5
"N40176","s5","c7732","p7584","kind56",2650,2017-12-26 20:09:04,1,1855,"sub2",1336.55
"N40176","s5","c7732","p5822","kind56",2080,2017-12-26 20:12:43,1,1090,"sub4",968.43
"N40177","s2","c7521","p8529","kind2",1890,2017-12-26 20:31:04,1,1512,"sub4",879.96
"N40177","s2","c7521","p8559","kind2",2490,2017-12-26 20:28:07,1,1490,"sub4",1159.34
"N40178","s1","c5871","p7565","kind57",1080,2017-12-26 20:10:07,1,690,"sub4",507.3
"N40178","s1","c5871","p7336","kind57",1180,2017-12-26 20:34:47,1,690,"sub4",555.07
"N40179","s2","c7733","p8879","kind2",1090,2017-12-26 20:40:56,1,981,"sub3",507.49
"N40179","s2","c7733","p8922","kind55",0,2017-12-26 20:44:35,1,0,"sub5",0
"N40179","s2","c7733","p8529","kind2",1890,2017-12-26 20:31:31,1,1512,"sub4",879.96
"N40179","s2","c7733","p8536","kind2",1290,2017-12-26 20:48:44,1,1032,"sub4",600.61
"N40179","s2","c7733","p8705","kind2",2690,2017-12-26 20:24:34,1,2152,"sub4",1252.43
"N40179","s2","c7733","p8785","kind2",3890,2017-12-26 20:45:30,1,3501,"sub4",1811.15
"N40179","s2","c7733","p8411","kind2",1290,2017-12-26 20:42:27,1,1032,"sub4",600.61
"N40179","s2","c7733","p8828","kind2",2890,2017-12-26 20:24:10,1,2601,"sub4",1345.55
"N40180","s2","c5871","p589","kind11",1850,2017-12-26 20:56:24,1,1480,"sub2",951.08
"N40181","s1","c5871","p8563","kind57",1980,2017-12-26 20:26:37,1,1782,"sub4",931
"N40181","s1","c5871","p8146","kind2",2990,2017-12-26 20:26:58,1,1890,"sub2",1508.03
"N40182","s4","c5871","p7788","kind2",2090,2017-12-26 20:52:44,1,1670,"sub2",1054.11
"N40183","s2","c5871","p8212","kind2",3690,2017-12-26 20:56:20,1,2490,"sub4",1718.03
"N40184","s1","c5871","p5751","kind3",1980,2017-12-26 20:34:57,1,1290,"sub4",903.07
"N40184","s1","c5871","p5633","kind57",2500,2017-12-26 20:35:12,1,2250,"sub2",1323.29
"N40185","s1","c5871","p3038","kind2",2290,2017-12-26 20:51:02,1,1590,"sub2",1154.99
"N40186","s2","c5871","p5226","kind2",1490,2017-12-26 20:39:53,1,990,"sub3",693.72
"N40186","s2","c5871","p5422","kind2",1490,2017-12-26 21:11:15,1,1192,"sub3",693.72
"N40187","s2","c7734","p7121","kind58",690,2017-12-26 21:02:59,1,349,"sub2",126.1
"N40188","s2","c5871","p7723","kind16",1580,2017-12-26 21:32:17,1,1106,"sub4",1006.46
"N40188","s2","c5871","p8687","kind16",1680,2017-12-26 21:19:50,1,1176,"sub4",1070.16
"N40188","s2","c5871","p7836","kind16",1580,2017-12-26 21:18:52,1,1106,"sub4",1006.46
"N40189","s2","c7734","p3828","kind2",2890,2017-12-26 21:26:06,1,2601,"sub4",1345.55
"N40190","s4","c5871","p6125","kind6",160,2017-12-26 21:26:37,1,79,"sub3",35
"N40190","s4","c5871","p6125","kind6",160,2017-12-26 21:20:51,1,79,"sub3",35
"N40190","s4","c5871","p8931","kind60",2480,2017-12-26 21:15:56,1,1690,"sub2",1275
"N40190","s4","c5871","p6125","kind6",160,2017-12-26 21:40:20,1,79,"sub3",35
"N40191","s1","c5871","p8405","kind5",199,2017-12-26 21:57:01,1,199,"sub3",85.07
"N40192","s2","c5871","p3827","kind2",170,2017-12-26 22:17:10,1,136,"sub3",79.15
"N40192","s2","c5871","p7687","kind2",2890,2017-12-26 22:05:42,1,2020,"sub2",1457.61
"N40193","s2","c7693","p5473","kind2",990,2017-12-27 12:12:26,1,690,"sub3",460.93
"N40194","s1","c5871","p809","kind2",3290,2017-12-27 12:55:26,1,2630,"sub2",1659.34
"N40195","s2","c5871","p76","kind2",790,2017-12-27 12:57:05,1,630,"sub2",398.45
"N40196","s5","c7735","p8302","kind56",480,2017-12-27 13:26:42,1,312,"sub3",223.48
"N40196","s5","c7735","p8487","kind56",880,2017-12-27 13:19:27,1,572,"sub3",422.4
"N40196","s5","c7735","p8487","kind56",880,2017-12-27 13:20:34,1,572,"sub3",422.4
"N40196","s5","c7735","p7401","kind56",580,2017-12-27 13:27:27,1,377,"sub3",270.04
"N40196","s5","c7735","p6802","kind56",780,2017-12-27 13:26:34,1,507,"sub3",363.16
"N40197","s2","c7736","p76","kind2",790,2017-12-27 14:05:52,1,630,"sub2",398.45
"N40197","s2","c7736","p6165","kind2",3090,2017-12-27 13:59:03,1,2470,"sub2",1558.48
